customer_id,district,plan_tier,gender,payment_method,tenure_months,tenure_band,monthly_arpu_lkr,avg_nps_score,complaint_count_6m,late_payment_count_12m,app_usage_flag,churn_flag,churn_label,churn_date,churn_probability,priority_score,revenue_at_risk,annual_revenue_at_risk
C1002814,Colombo,Basic,Female,Auto-debit,2,0-6m,696.02,4.0,1.0,1,1,0,Retained,,0.65658814,456.9984752190113,456.9984752190113,5483.981702628136
C1007516,Badulla,Silver,Female,Auto-debit,20,13-24m,3032.82,8.0,0.0,1,0,0,Retained,,0.33685946,1021.6341215658189,1021.6341215658189,12259.609458789826
C1018719,Gampaha,Basic,Female,Bank transfer,7,7-12m,775.3,9.0,1.0,0,1,0,Retained,,0.47931123,371.6099949121475,371.6099949121475,4459.3199389457695
C1034115,Kalutara,Silver,Female,Auto-debit,23,13-24m,1956.53,7.0,3.0,1,0,0,Retained,,0.50219905,982.5675146615505,982.5675146615505,11790.810175938606
C1000961,Galle,Basic,Female,App,18,13-24m,774.22,7.0,1.0,2,1,0,Retained,,0.40878165,316.4869272685051,316.4869272685051,3797.8431272220614
C1037689,Ratnapura,Platinum,Female,Auto-debit,42,37-60m,7296.71,10.0,0.0,0,1,0,Retained,,0.4373877,3191.491239850521,3191.491239850521,38297.89487820625
C1001791,Kandy,Gold,Male,Bank transfer,12,7-12m,3324.99,4.0,0.0,1,0,0,Retained,,0.54747766,1820.3577532464265,1820.3577532464265,21844.29303895712
C1041940,Kegalle,Basic,Female,Bank transfer,4,0-6m,1545.07,10.0,0.0,1,0,1,Churned,2/2/2025,0.50659126,782.7189587575197,782.7189587575197,9392.627505090237
C1004393,Trincomalee,Basic,Male,App,15,13-24m,1257.9,10.0,1.0,0,1,0,Retained,,0.24573827,309.1141671895981,309.1141671895981,3709.3700062751773
C1022871,Jaffna,Basic,Female,Auto-debit,2,0-6m,1309.61,4.0,3.0,1,1,0,Retained,,0.6217249,814.2171509820222,814.2171509820222,9770.605811784266
C1044709,Galle,Platinum,Male,App,32,25-36m,7125.45,6.0,0.0,0,0,0,Retained,,0.54876256,3910.1801823735236,3910.1801823735236,46922.16218848228
C1024066,Jaffna,Silver,Male,Cash,10,7-12m,2515.73,9.0,1.0,2,0,0,Retained,,0.6482989,1630.9450400012731,1630.9450400012731,19571.34048001528
C1025858,Kalutara,Basic,Male,App,1,0-6m,1000.07,8.0,2.0,0,1,1,Churned,8/7/2025,0.6495454,649.5908397084474,649.5908397084474,7795.090076501369
C1005749,Kegalle,Silver,Female,Auto-debit,34,25-36m,2367.59,8.0,0.0,0,1,0,Retained,,0.14629786,346.3733436460793,346.3733436460793,4156.480123752952
C1031304,Ratnapura,Basic,Female,Auto-debit,33,25-36m,908.4,9.0,0.0,1,1,0,Retained,,0.074922755,68.05983096957206,68.05983096957206,816.7179716348647
C1019761,Kilinochchi,Basic,Male,Cash,8,7-12m,819.09,6.0,2.0,0,0,1,Churned,6/16/2025,0.5784274,473.7840780669451,473.7840780669451,5685.408936803341
C1011594,Galle,Silver,Male,Bank transfer,12,7-12m,2675.43,3.0,0.0,4,1,0,Retained,,0.51009274,1364.7174067783355,1364.7174067783355,16376.608881340027
C1047780,Matale,Gold,Male,App,20,13-24m,4442.87,5.0,2.0,1,0,1,Churned,10/4/2025,0.6179447,2745.4480466270447,2745.4480466270447,32945.376559524535
C1013924,Kurunegala,Silver,Female,App,3,0-6m,2476.06,4.0,0.0,2,1,0,Retained,,0.6262319,1550.5877800989151,1550.5877800989151,18607.053361186983
C1046365,Matara,Basic,Male,App,8,7-12m,1411.2,7.0,0.0,0,1,0,Retained,,0.43082353,607.9781722068786,607.9781722068786,7295.738066482543
C1040681,Matara,Gold,Female,Auto-debit,49,37-60m,3973.25,10.0,1.0,0,1,0,Retained,,0.38587236,1533.1673704385757,1533.1673704385757,18398.00844526291
C1004262,Kandy,Silver,Female,App,22,13-24m,2281.73,6.0,0.0,2,0,0,Retained,,0.48748916,1112.3186498898267,1112.3186498898267,13347.82379867792
C1046805,Kegalle,Silver,Female,Auto-debit,19,13-24m,1978.97,7.0,0.0,0,1,1,Churned,7/24/2025,0.2571973,508.98572229534386,508.98572229534386,6107.828667544127
C1010003,Colombo,Basic,Female,Bank transfer,1,0-6m,1147.49,10.0,1.0,1,0,1,Churned,8/17/2025,0.708091,812.5273652100564,812.5273652100564,9750.328382520676
C1001800,Batticaloa,Gold,Female,Bank transfer,27,25-36m,4420.98,6.0,2.0,0,1,0,Retained,,0.45817962,2025.6029491978882,2025.6029491978882,24307.23539037466
C1048266,Colombo,Basic,Female,Auto-debit,1,0-6m,1504.69,7.0,0.0,1,1,0,Retained,,0.6748853,1015.4931213998794,1015.4931213998794,12185.917456798554
C1018152,Colombo,Basic,Female,Cash,4,0-6m,1655.46,8.0,0.0,2,0,0,Retained,,0.6361278,1053.084176709652,1053.084176709652,12637.010120515824
C1040189,Kurunegala,Basic,Male,App,8,7-12m,1335.29,8.0,0.0,2,1,0,Retained,,0.4069357,543.377159948349,543.377159948349,6520.5259193801885
C1042973,Kandy,Silver,Female,Cash,11,7-12m,2740.59,7.0,0.0,0,1,0,Retained,,0.4947158,1355.8132012403012,1355.8132012403012,16269.758414883614
C1021203,Jaffna,Platinum,Male,Bank transfer,44,37-60m,6081.12,10.0,1.0,0,0,0,Retained,,0.42337042,2574.566334142685,2574.566334142685,30894.79600971222
C1040884,Ampara,Basic,Female,Auto-debit,2,0-6m,907.33,7.0,0.0,2,0,0,Retained,,0.62719953,569.0769501006604,569.0769501006604,6828.923401207925
C1018983,Colombo,Gold,Male,App,57,37-60m,3757.94,5.0,2.0,0,0,1,Churned,10/17/2025,0.5068897,1904.861082561016,1904.861082561016,22858.332990732193
C1027497,Kurunegala,Platinum,Male,Bank transfer,23,13-24m,11522.09,10.0,0.0,1,0,0,Retained,,0.401742,4628.907611079514,4628.907611079514,55546.89133295417
C1009233,Ratnapura,Gold,Female,App,13,13-24m,4107.07,6.0,3.0,2,0,0,Retained,,0.71764785,2947.429957408309,2947.429957408309,35369.159488899706
C1030156,Gampaha,Gold,Male,Bank transfer,8,7-12m,4008.29,10.0,0.0,1,0,0,Retained,,0.48675188,1951.0427100083232,1951.0427100083232,23412.512520099877
C1047264,Gampaha,Basic,Female,Bank transfer,10,7-12m,1088.68,8.0,0.0,1,1,0,Retained,,0.30122393,327.9364721369744,327.9364721369744,3935.2376656436927
C1018087,Monaragala,Gold,Male,Cash,54,37-60m,3466.11,6.0,0.0,0,0,0,Retained,,0.49329072,1709.7999057143927,1709.7999057143927,20517.598868572713
C1011247,Matara,Gold,Male,App,36,25-36m,2909.99,8.0,0.0,1,1,0,Retained,,0.3142109,914.3505528068541,914.3505528068541,10972.20663368225
C1034952,Galle,Silver,Male,Auto-debit,27,25-36m,3574.68,6.0,1.0,0,1,0,Retained,,0.3633873,1298.993265888691,1298.993265888691,15587.919190664292
C1012691,Vavuniya,Silver,Male,Auto-debit,3,0-6m,1856.11,6.0,1.0,0,1,0,Retained,,0.6023036,1117.9417798268794,1117.9417798268794,13415.301357922552
C1048531,Galle,Silver,Male,Bank transfer,29,25-36m,2152.29,7.0,0.0,0,0,0,Retained,,0.2623172,564.5827088490129,564.5827088490129,6774.992506188155
C1048595,Ratnapura,Gold,Male,Auto-debit,8,7-12m,3854.28,9.0,0.0,1,1,0,Retained,,0.47459912,1829.2379078006745,1829.2379078006745,21950.854893608095
C1006942,Jaffna,Gold,Female,Auto-debit,32,25-36m,2453.15,8.0,0.0,1,1,0,Retained,,0.2268934,556.6035323992372,556.6035323992372,6679.242388790846
C1035078,Gampaha,Silver,Female,Auto-debit,23,13-24m,1934.1,6.0,3.0,1,1,0,Retained,,0.48347905,935.0968359857798,935.0968359857798,11221.162031829357
C1019258,Ratnapura,Basic,Female,App,22,13-24m,1712.71,8.0,1.0,1,1,0,Retained,,0.34447232,589.9811852821708,589.9811852821708,7079.77422338605
C1034013,Colombo,Gold,Male,App,45,37-60m,3450.15,3.0,2.0,1,0,1,Churned,1/17/2025,0.68724304,2371.0915895551443,2371.0915895551443,28453.09907466173
C1047782,Batticaloa,Gold,Male,Cash,17,13-24m,4900.91,8.0,2.0,1,0,0,Retained,,0.67660695,3315.989782733321,3315.989782733321,39791.877392799855
C1005325,Gampaha,Basic,Male,Cash,5,0-6m,1371.07,9.0,2.0,1,0,1,Churned,11/26/2025,0.6950372,952.944634808898,952.944634808898,11435.335617706776
C1038700,Matara,Gold,Female,Bank transfer,38,37-60m,4356.24,7.0,0.0,1,1,0,Retained,,0.33989337,1480.6570979046821,1480.6570979046821,17767.885174856186
C1043561,Galle,Basic,Female,Bank transfer,10,7-12m,740.23,10.0,1.0,1,0,1,Churned,2/9/2025,0.58658797,434.21000969350337,434.21000969350337,5210.520116322041
C1022781,Colombo,Basic,Male,Auto-debit,23,13-24m,769.98,9.0,0.0,0,1,0,Retained,,0.13264838,102.13659856259824,102.13659856259824,1225.6391827511789
C1033955,Kurunegala,Silver,Male,App,3,0-6m,1827.98,6.0,0.0,0,0,0,Retained,,0.58126444,1062.5397641670704,1062.5397641670704,12750.477170004844
C1026915,Galle,Silver,Male,App,1,0-6m,1980.46,7.0,0.0,0,1,0,Retained,,0.6479152,1283.1701062905788,1283.1701062905788,15398.041275486947
C1017652,Colombo,Silver,Male,App,42,37-60m,2445.41,7.0,0.0,2,1,0,Retained,,0.3870465,946.4873476698995,946.4873476698995,11357.848172038794
C1019291,Badulla,Silver,Male,Auto-debit,1,0-6m,2752.66,6.0,0.0,0,1,0,Retained,,0.604887,1665.0482732772825,1665.0482732772825,19980.57927932739
C1049518,Matara,Basic,Female,Auto-debit,1,0-6m,882.5,8.0,1.0,0,1,0,Retained,,0.6187631,546.0584262013435,546.0584262013435,6552.701114416122
C1016842,Kandy,Basic,Male,Cash,1,0-6m,683.86,5.0,1.0,0,0,0,Retained,,0.7751397,530.0870280241967,530.0870280241967,6361.044336290361
C1005857,Hambantota,Basic,Female,Cash,26,25-36m,1605.65,6.0,1.0,1,1,0,Retained,,0.45773175,734.9569901481271,734.9569901481271,8819.483881777525
C1039124,Badulla,Platinum,Male,Cash,53,37-60m,7418.72,8.0,1.0,1,1,1,Churned,8/22/2025,0.7597825,5636.613577318191,5636.613577318191,67639.36292781829
C1014957,Kandy,Basic,Female,App,1,0-6m,1061.42,7.0,3.0,3,0,1,Churned,3/27/2025,0.754541,800.8848868453504,800.8848868453504,9610.618642144203
C1013466,Gampaha,Basic,Female,Auto-debit,5,0-6m,1479.79,7.0,0.0,0,0,0,Retained,,0.5184728,767.2308509767055,767.2308509767055,9206.770211720466
C1016430,Puttalam,Silver,Female,Cash,25,25-36m,2884.93,7.0,0.0,1,1,0,Retained,,0.37545472,1083.1605964332819,1083.1605964332819,12997.927157199381
C1023318,Gampaha,Silver,Female,Auto-debit,51,37-60m,2887.22,8.0,1.0,2,0,0,Retained,,0.42772627,1234.9398377132416,1234.9398377132416,14819.278052558899
C1036910,Ampara,Basic,Female,Cash,5,0-6m,1107.53,4.0,0.0,0,1,0,Retained,,0.6016898,666.3895213842392,666.3895213842392,7996.67425661087
C1019458,Kurunegala,Silver,Male,Cash,10,7-12m,2386.57,9.0,0.0,1,0,1,Churned,8/27/2025,0.5885135,1404.528648272753,1404.528648272753,16854.343779273033
C1016419,Gampaha,Gold,Female,Auto-debit,17,13-24m,3155.83,7.0,0.0,1,0,0,Retained,,0.37007472,1167.8929010632635,1167.8929010632635,14014.71481275916
C1038042,Colombo,Gold,Female,Cash,33,25-36m,3123.87,6.0,1.0,2,1,0,Retained,,0.5677322,1773.5216342461108,1773.5216342461108,21282.25961095333
C1025679,Kandy,Basic,Female,Auto-debit,1,0-6m,818.43,7.0,0.0,1,1,0,Retained,,0.66217124,541.9408117353915,541.9408117353915,6503.289740824699
C1014430,Kandy,Basic,Female,Auto-debit,1,0-6m,1538.07,8.0,4.0,1,1,1,Churned,1/4/2025,0.7532384,1158.5333550578355,1158.5333550578355,13902.400260694027
C1025237,Colombo,Basic,Male,App,10,7-12m,1664.02,7.0,0.0,1,1,0,Retained,,0.3932245,654.3334450870752,654.3334450870752,7852.001341044903
C1014350,Colombo,Silver,Female,Auto-debit,57,37-60m,1707.76,6.0,1.0,0,1,0,Retained,,0.25461748,434.82555178403857,434.82555178403857,5217.906621408463
C1024808,Kalutara,Basic,Female,App,37,37-60m,938.16,4.0,0.0,0,0,0,Retained,,0.18352321,172.17413272619248,172.17413272619248,2066.0895927143097
C1024733,Mannar,Basic,Male,Bank transfer,44,37-60m,1345.43,6.0,1.0,1,0,0,Retained,,0.2985588,401.68996818453076,401.68996818453076,4820.279618214369
C1025153,Kandy,Gold,Male,Auto-debit,51,37-60m,5036.06,7.0,0.0,0,1,0,Retained,,0.27372757,1378.5084460490943,1378.5084460490943,16542.101352589132
C1048087,Anuradhapura,Silver,Male,Auto-debit,11,7-12m,2190.79,7.0,0.0,1,1,0,Retained,,0.38214108,837.1908642747998,837.1908642747998,10046.290371297597
C1020026,Kandy,Basic,Female,Bank transfer,27,25-36m,1400.36,6.0,0.0,1,0,0,Retained,,0.2522944,353.3029739320278,353.3029739320278,4239.635687184334
C1041416,Matara,Silver,Male,Cash,13,13-24m,2149.1,8.0,0.0,1,1,1,Churned,3/14/2025,0.5100555,1096.160237199068,1096.160237199068,13153.922846388816
C1007195,Ratnapura,Basic,Male,Cash,1,0-6m,1380.67,6.0,1.0,1,1,0,Retained,,0.76204664,1052.134927753806,1052.134927753806,12625.619133045673
C1003579,Colombo,Basic,Female,Cash,12,7-12m,506.78,10.0,1.0,3,1,0,Retained,,0.47208214,239.24178592681884,239.24178592681884,2870.901431121826
C1017356,Mullaitivu,Basic,Male,Bank transfer,1,0-6m,1602.74,7.0,1.0,0,1,0,Retained,,0.6430589,1030.6562150788307,1030.6562150788307,12367.874580945969
C1038824,Nuwara Eliya,Gold,Female,Bank transfer,4,0-6m,4596.91,5.0,1.0,2,1,1,Churned,7/1/2025,0.78102714,3590.3114620155093,3590.3114620155093,43083.73754418611
C1021449,Hambantota,Basic,Male,App,1,0-6m,933.19,9.0,1.0,1,1,1,Churned,6/7/2025,0.71268904,665.0742871892453,665.0742871892453,7980.891446270944
C1028503,Puttalam,Silver,Female,Cash,21,13-24m,2212.33,10.0,1.0,0,1,0,Retained,,0.40570948,897.5632434436678,897.5632434436678,10770.758921324013
C1004204,Puttalam,Silver,Female,App,35,25-36m,2006.78,4.0,1.0,0,0,0,Retained,,0.4654246,934.0047732961177,934.0047732961177,11208.057279553414
C1006957,Jaffna,Silver,Male,Auto-debit,18,13-24m,2816.42,7.0,0.0,0,0,0,Retained,,0.22653414,638.0152912822366,638.0152912822366,7656.183495386839
C1009163,Vavuniya,Gold,Male,App,8,7-12m,2866.1,5.0,1.0,0,1,0,Retained,,0.5629945,1613.5984795093536,1613.5984795093536,19363.181754112244
C1040859,Kandy,Basic,Male,Auto-debit,10,7-12m,1489.44,8.0,0.0,0,0,0,Retained,,0.32621,485.8702107381821,485.8702107381821,5830.442528858185
C1025533,Kurunegala,Platinum,Female,App,15,13-24m,10973.74,6.0,3.0,0,1,0,Retained,,0.14117302,1549.1960165521502,1549.1960165521502,18590.352198625802
C1014894,Galle,Silver,Female,Auto-debit,18,13-24m,2220.84,8.0,0.0,2,0,1,Churned,6/30/2025,0.33881044,752.4437861824036,752.4437861824036,9029.325434188844
C1026931,Kurunegala,Gold,Female,Auto-debit,38,37-60m,3786.16,7.0,1.0,3,1,1,Churned,10/16/2025,0.45585048,1725.922860879898,1725.922860879898,20711.074330558775
C1033074,Kegalle,Basic,Female,Bank transfer,2,0-6m,1325.85,4.0,1.0,0,0,1,Churned,5/5/2025,0.70560855,935.5310916870832,935.5310916870832,11226.373100244999
C1000001,Galle,Basic,Female,App,8,7-12m,952.22,3.0,1.0,1,1,1,Churned,4/19/2025,0.7439267,708.3818860161305,708.3818860161305,8500.582632193566
C1037057,Kegalle,Basic,Male,Bank transfer,7,7-12m,1177.74,7.0,0.0,0,0,0,Retained,,0.4224192,497.4999773097038,497.4999773097038,5969.999727716446
C1043141,Monaragala,Basic,Male,Cash,15,13-24m,991.63,6.0,0.0,1,0,1,Churned,8/30/2025,0.48896426,484.8716287714243,484.8716287714243,5818.459545257092
C1007648,Kandy,Basic,Male,Bank transfer,14,13-24m,1161.88,10.0,0.0,0,0,0,Retained,,0.22914034,266.2335797286034,266.2335797286034,3194.8029567432404
C1004217,Colombo,Basic,Male,Auto-debit,1,0-6m,949.49,9.0,0.0,3,0,1,Churned,4/21/2025,0.5394258,512.1793936413527,512.1793936413527,6146.152723696232
C1021535,Kandy,Gold,Male,Auto-debit,25,25-36m,4733.05,10.0,0.0,0,0,0,Retained,,0.26353428,1247.3209129616619,1247.3209129616619,14967.850955539943
C1001185,Polonnaruwa,Silver,Male,App,8,7-12m,3548.73,10.0,0.0,2,1,0,Retained,,0.45011815,1597.3477976641059,1597.3477976641059,19168.17357196927
C1046135,Hambantota,Silver,Male,App,59,37-60m,2338.85,3.0,0.0,2,1,0,Retained,,0.38312522,896.0724109008908,896.0724109008908,10752.86893081069
C1030948,Ratnapura,Silver,Male,Cash,1,0-6m,1848.28,5.0,2.0,3,0,0,Retained,,0.8050426,1487.9441819620133,1487.9441819620133,17855.33018354416
C1012141,Ampara,Basic,Male,Auto-debit,14,13-24m,848.33,5.0,0.0,1,1,0,Retained,,0.43514296,369.1448307558894,369.1448307558894,4429.737969070673
C1005386,Colombo,Basic,Male,Cash,1,0-6m,1438.84,5.0,1.0,1,1,0,Retained,,0.7925343,1140.330040333271,1140.330040333271,13683.960483999252
C1022396,Kurunegala,Basic,Male,App,5,0-6m,928.06,9.0,1.0,0,1,1,Churned,5/13/2025,0.5634807,522.9438754451274,522.9438754451274,6275.326505341529
C1046868,Vavuniya,Basic,Male,App,2,0-6m,1498.4,6.0,1.0,1,1,0,Retained,,0.70048434,1049.6057281970977,1049.6057281970977,12595.268738365172
C1028872,Badulla,Silver,Female,Auto-debit,28,25-36m,2141.97,7.0,0.0,1,0,1,Churned,1/27/2025,0.2056287,440.45049176752565,440.45049176752565,5285.405901210308
C1043096,Gampaha,Basic,Male,Auto-debit,2,0-6m,1287.73,6.0,0.0,0,0,0,Retained,,0.6027609,776.1933079063892,776.1933079063892,9314.31969487667
C1044382,Gampaha,Platinum,Female,Auto-debit,4,0-6m,8856.22,7.0,1.0,3,1,0,Retained,,0.7606937,6736.871015969515,6736.871015969515,80842.45219163418
C1047164,Puttalam,Basic,Male,App,6,0-6m,1435.78,6.0,1.0,1,0,1,Churned,5/15/2025,0.586511,842.1007863974571,842.1007863974571,10105.209436769484
C1003979,Trincomalee,Basic,Female,Bank transfer,5,0-6m,1331.8,8.0,0.0,2,1,1,Churned,11/6/2025,0.529793,705.5783494472504,705.5783494472504,8466.940193367005
C1007090,Matara,Platinum,Female,Auto-debit,31,25-36m,8729.94,6.0,1.0,2,0,0,Retained,,0.5807657,5070.0499261665345,5070.0499261665345,60840.59911399841
C1045787,Gampaha,Basic,Female,App,12,7-12m,1264.67,7.0,0.0,0,1,0,Retained,,0.2585265,326.9507138639689,326.9507138639689,3923.4085663676265
C1034294,Ratnapura,Gold,Male,App,11,7-12m,4389.68,3.0,1.0,0,1,0,Retained,,0.7235826,3176.2961790180207,3176.2961790180207,38115.55414821625
C1017530,Kurunegala,Basic,Male,Auto-debit,7,7-12m,1472.73,8.0,1.0,1,0,0,Retained,,0.5216538,768.2551587545872,768.2551587545872,9219.061905055047
C1042000,Gampaha,Gold,Female,Auto-debit,56,37-60m,4224.21,8.0,1.0,0,1,0,Retained,,0.377799,1595.9023320230842,1595.9023320230842,19150.82798427701
C1049838,Matale,Gold,Male,Auto-debit,35,25-36m,4250.57,5.0,0.0,3,1,1,Churned,12/5/2025,0.46244127,1965.6389702492952,1965.6389702492952,23587.667642991542
C1029682,Matara,Basic,Female,Bank transfer,1,0-6m,1534.7,8.0,0.0,1,1,0,Retained,,0.66129524,1014.8897973954678,1014.8897973954678,12178.677568745614
C1016594,Hambantota,Platinum,Female,App,29,25-36m,6346.16,7.0,1.0,1,0,0,Retained,,0.5170918,3281.547365412712,3281.547365412712,39378.568384952545
C1016164,Colombo,Silver,Male,Auto-debit,35,25-36m,2720.59,6.0,0.0,0,0,0,Retained,,0.28690884,780.5613078823686,780.5613078823686,9366.735694588424
C1023314,Badulla,Basic,Male,Auto-debit,16,13-24m,1054.72,7.0,1.0,0,1,0,Retained,,0.25680733,270.85982421875,270.85982421875,3250.3178906250005
C1024595,Kurunegala,Gold,Female,Auto-debit,15,13-24m,5112.34,10.0,0.0,1,0,0,Retained,,0.3562861,1821.4557238972188,1821.4557238972188,21857.468686766624
C1039703,Puttalam,Silver,Female,App,9,7-12m,2916.28,9.0,1.0,1,1,0,Retained,,0.55371696,1614.7936890196802,1614.7936890196802,19377.524268236164
C1037307,Puttalam,Basic,Female,Auto-debit,10,7-12m,997.33,3.0,1.0,1,1,0,Retained,,0.6012451,599.6397808355093,599.6397808355093,7195.677370026112
C1024897,Ratnapura,Basic,Female,Bank transfer,19,13-24m,1236.26,6.0,0.0,0,1,0,Retained,,0.28476942,352.04903804540635,352.04903804540635,4224.588456544876
C1007104,Kalutara,Silver,Female,App,57,37-60m,3197.76,7.0,3.0,0,0,1,Churned,4/24/2025,0.3724761,1191.0891764831545,1191.0891764831545,14293.070117797854
C1011535,Kalutara,Silver,Male,Auto-debit,19,13-24m,3053.33,7.0,3.0,1,1,0,Retained,,0.54203314,1655.0060348099469,1655.0060348099469,19860.072417719362
C1034655,Gampaha,Basic,Female,Cash,7,7-12m,1073.2,9.0,0.0,2,0,0,Retained,,0.5483368,588.4750579595566,588.4750579595566,7061.700695514679
C1004056,Kandy,Basic,Male,App,1,0-6m,1136.84,9.0,0.0,0,0,1,Churned,11/15/2025,0.7223402,821.185262722969,821.185262722969,9854.223152675628
C1005252,Kalutara,Silver,Male,Auto-debit,53,37-60m,2142.81,8.0,0.0,0,0,0,Retained,,0.17381959,372.4623484365642,372.4623484365642,4469.54818123877
C1014044,Anuradhapura,Silver,Female,Auto-debit,15,13-24m,2544.97,6.0,0.0,0,0,0,Retained,,0.30700582,781.3206084913015,781.3206084913015,9375.847301895617
C1007191,Kalutara,Basic,Female,Auto-debit,2,0-6m,1573.7,8.0,0.0,0,0,0,Retained,,0.58390564,918.892301362753,918.892301362753,11026.707616353036
C1040891,Kurunegala,Basic,Male,Cash,6,0-6m,1310.25,4.0,1.0,0,0,1,Churned,1/19/2025,0.61094284,800.4878568649292,800.4878568649292,9605.85428237915
C1000938,Monaragala,Silver,Female,Cash,30,25-36m,2302.38,9.0,0.0,1,0,0,Retained,,0.45381093,1044.845209593773,1044.845209593773,12538.142515125277
C1029903,Kandy,Basic,Female,App,3,0-6m,895.39,8.0,1.0,1,0,1,Churned,1/15/2025,0.5193692,465.0379745310545,465.0379745310545,5580.455694372654
C1048471,Polonnaruwa,Basic,Male,Cash,10,7-12m,889.69,9.0,0.0,0,0,0,Retained,,0.43501377,387.027401971817,387.027401971817,4644.328823661805
C1031718,Kurunegala,Basic,Female,Bank transfer,1,0-6m,723.47,2.0,0.0,0,1,0,Retained,,0.31567186,228.37912140190602,228.37912140190602,2740.5494568228723
C1001072,Galle,Gold,Male,Bank transfer,23,13-24m,2142.51,10.0,1.0,1,0,1,Churned,1/12/2025,0.56723,1215.2959177136422,1215.2959177136422,14583.551012563707
C1043392,Kilinochchi,Silver,Female,App,36,25-36m,1705.48,7.0,1.0,1,0,0,Retained,,0.338345,577.0406156039238,577.0406156039238,6924.487387247085
C1033631,Gampaha,Basic,Female,Bank transfer,5,0-6m,916.67,7.0,0.0,1,0,0,Retained,,0.4623265,423.80082985788584,423.80082985788584,5085.60995829463
C1016801,Galle,Basic,Female,Cash,2,0-6m,1019.59,4.0,3.0,1,0,1,Churned,5/31/2025,0.80969095,825.5527980566025,825.5527980566025,9906.633576679229
C1047738,Jaffna,Silver,Male,Bank transfer,12,7-12m,2999.92,5.0,1.0,3,0,0,Retained,,0.6273179,1881.903530845642,1881.903530845642,22582.842370147704
C1015033,Gampaha,Platinum,Female,Auto-debit,31,25-36m,9058.24,5.0,0.0,2,0,0,Retained,,0.46091497,4175.078412818909,4175.078412818909,50100.94095382691
C1015888,Ratnapura,Basic,Female,Auto-debit,8,7-12m,1106.58,8.0,1.0,1,1,0,Retained,,0.4554905,504.03667719662184,504.03667719662184,6048.440126359462
C1042247,Gampaha,Basic,Male,Auto-debit,4,0-6m,1073.85,7.0,0.0,1,1,0,Retained,,0.4688238,503.4464274823665,503.4464274823665,6041.357129788398
C1026474,Jaffna,Basic,Female,App,4,0-6m,1249.78,9.0,1.0,1,0,0,Retained,,0.6179416,772.2910753011703,772.2910753011703,9267.492903614044
C1013713,Nuwara Eliya,Gold,Female,Auto-debit,17,13-24m,5262.0,6.0,0.0,0,1,0,Retained,,0.42529652,2237.910263121128,2237.910263121128,26854.923157453537
C1045297,Colombo,Basic,Male,App,1,0-6m,1162.95,5.0,2.0,1,0,1,Churned,1/7/2025,0.7271715,845.6640734285116,845.6640734285116,10147.96888114214
C1015255,Colombo,Silver,Male,Auto-debit,3,0-6m,3080.9,8.0,1.0,1,0,0,Retained,,0.60140157,1852.8580891847612,1852.8580891847612,22234.297070217133
C1037100,Badulla,Gold,Female,Cash,56,37-60m,3624.18,9.0,1.0,1,1,0,Retained,,0.5444827,1973.3033405971526,1973.3033405971526,23679.64008716583
C1029728,Trincomalee,Platinum,Male,App,25,25-36m,10881.91,7.0,0.0,2,1,0,Retained,,0.48874214,5318.448012416065,5318.448012416065,63821.37614899277
C1039853,Colombo,Basic,Female,Bank transfer,5,0-6m,1145.4,5.0,1.0,0,1,1,Churned,10/5/2025,0.6279717,719.2787952303887,719.2787952303887,8631.345542764664
C1000090,Gampaha,Basic,Female,Auto-debit,3,0-6m,1048.01,6.0,1.0,1,0,0,Retained,,0.6397877,670.5038801765442,670.5038801765442,8046.04656211853
C1033094,Colombo,Basic,Female,Cash,5,0-6m,1132.49,9.0,0.0,0,1,0,Retained,,0.51522493,583.4870850801468,583.4870850801468,7001.845020961762
C1023215,Polonnaruwa,Silver,Female,App,49,37-60m,2210.01,5.0,0.0,1,0,1,Churned,10/18/2025,0.34472045,761.8356483873725,761.8356483873725,9142.02778064847
C1045219,Colombo,Silver,Male,Auto-debit,35,25-36m,2066.95,8.0,2.0,1,1,0,Retained,,0.3626386,749.5558392226695,749.5558392226695,8994.670070672035
C1013488,Hambantota,Basic,Female,Auto-debit,30,25-36m,702.42,9.0,2.0,1,0,0,Retained,,0.2310122,162.26758625686168,162.26758625686168,1947.21103508234
C1023443,Kalutara,Silver,Male,Bank transfer,2,0-6m,2716.5,7.0,0.0,1,0,1,Churned,4/27/2025,0.68634176,1864.4473979473114,1864.4473979473114,22373.368775367737
C1036019,Galle,Basic,Female,Cash,6,0-6m,739.87,9.0,1.0,0,0,0,Retained,,0.49314016,364.85961094677447,364.85961094677447,4378.315331361294
C1000498,Matale,Gold,Female,Bank transfer,49,37-60m,4533.03,5.0,1.0,1,0,0,Retained,,0.48867768,2215.190586002469,2215.190586002469,26582.287032029628
C1025023,Kandy,Gold,Male,App,52,37-60m,4396.67,4.0,3.0,1,0,1,Churned,11/5/2025,0.6327901,2782.1691990804675,2782.1691990804675,33386.030388965606
C1034340,Kalutara,Gold,Male,Auto-debit,28,25-36m,5281.27,10.0,1.0,0,1,0,Retained,,0.3351413,1769.971699551344,1769.971699551344,21239.660394616127
C1026601,Kurunegala,Silver,Male,Auto-debit,20,13-24m,2319.58,10.0,1.0,0,0,0,Retained,,0.3022361,701.0608359688521,701.0608359688521,8412.730031626224
